File Name,Lat (decimal degrees),Lon (decimal degrees),Alt(meters MSL),Roll (decimal degrees),Pitch (decimal degrees),Yaw (decimal degrees)
IMG_00001.jpg,  0.00000000,  0.00000000,  0.0000,-2.2819,0.1850,90.0000
IMG_00002.jpg,  0.00000000,  0.00000000,  0.0000,-2.2784,0.1812,90.0000
IMG_00003.jpg,  0.00000000,  0.00000000,  0.0000,-2.2731,0.1895,90.0000
IMG_00004.jpg,  0.00000000,  0.00000000,  0.0000,-2.2799,0.2193,90.0000
IMG_00005.jpg,  0.00000000,  0.00000000,  0.0000,-2.2984,0.2154,90.0000
IMG_00006.jpg,  0.00000000,  0.00000000,  0.0000,-2.2961,0.2119,90.0000
IMG_00007.jpg,  0.00000000,  0.00000000,  0.0000,-2.2870,0.2108,90.0000
