Time Stamp (ns since boot),xGyro (rad/s),yGyro (rad/s),zGyro (rad/s), xAccel (g), yAccel (g), zAccel (g), xMag (uT), yMag (uT), zMag (uT), Temp (C), Roll (deg), Pitch (deg), Yaw (deg), Yaw Accuracy (deg)
1011743932636,-5.006743E-5,-0.002813097,-4.1625206E-4,0.4237737,0.009576807,9.880871,-31.424458,-0.40974975,-71.90887,N/A,-2.3097732,0.17756501,88.488846,180.0
1011748933012,-5.006743E-5,-0.002813097,-4.1625206E-4,0.40940848,0.050278235,9.840169,-31.284376,-0.3218891,-71.98862,N/A,-2.30916,0.17892835,88.48891,180.0
1011753932270,-5.006743E-5,-6.825682E-4,-4.1625206E-4,0.39264908,0.05746084,9.904813,-31.284376,-0.3218891,-71.98862,N/A,-2.30916,0.17892824,88.48889,180.0
1011758932678,0.001015197,3.8269625E-4,-4.1625206E-4,0.3854665,0.016759412,9.861717,-31.193098,0.080721214,-71.96898,N/A,-2.308022,0.17876576,88.48889,180.0
1011763930702,-0.0011153319,-0.0017478326,6.4901233E-4,0.40701428,0.0047884034,9.888053,-31.193098,0.080721214,-71.96898,N/A,-2.308022,0.17876565,88.48889,180.0
1011768930959,-5.006743E-5,0.0014479606,6.4901233E-4,0.36391866,0.035913024,9.85214,-31.193098,0.080721214,-71.96898,N/A,-2.3068523,0.17683034,88.488815,180.0
1011773930122,-0.0021805963,-0.002813097,0.0017142767,0.36391866,0.035913024,9.85214,-31.343622,0.2644484,-72.03198,N/A,-2.3068526,0.17683001,88.488815,180.0
1011778930936,-0.0021805963,-0.002813097,0.0017142767,0.39264908,0.031124622,9.840169,-31.71345,0.047456436,-72.00319,N/A,-2.3062022,0.17458738,88.48872,180.0
1011783930372,-0.0021805963,0.0014479606,6.4901233E-4,0.40701428,0.047884032,9.921572,-31.71345,0.047456436,-72.00319,N/A,-2.306202,0.17458728,88.48872,180.0
1011788930841,-0.0021805963,0.0014479606,0.0027795413,0.4189853,0.047884032,9.868899,-31.71345,0.047456436,-72.00319,N/A,-2.306202,0.17458728,88.48872,180.0
1011793928860,0.001015197,-6.825682E-4,0.0017142767,0.36870706,0.06464344,9.880871,-32.15192,-0.30311385,-71.84719,N/A,-2.3064961,0.17465064,88.48872,180.0
1011798928596,-5.006743E-5,0.0014479606,-4.1625206E-4,0.38067806,0.0047884034,9.854534,-32.15192,-0.30311385,-71.84719,N/A,-2.306712,0.17629445,88.488785,180.0
1011803926452,-5.006743E-5,3.8269625E-4,0.0017142767,0.3854665,0.019153614,9.919178,-32.59576,-0.75200593,-71.75039,N/A,-2.3067117,0.17629434,88.488785,180.0
1011808926570,0.0020804615,-6.825682E-4,6.4901233E-4,0.37349546,0.059855044,9.854534,-32.88749,-1.1886859,-71.59711,N/A,-2.3065913,0.17490198,88.48874,180.0
1011813925623,0.0020804615,-6.825682E-4,6.4901233E-4,0.37349546,0.059855044,9.854534,-32.88749,-1.1886859,-71.59711,N/A,-2.3065913,0.17490155,88.48874,180.0
1011818926324,0.0020804615,-6.825682E-4,6.4901233E-4,0.36152446,0.02633622,9.85214,-32.989437,-1.5479348,-71.462036,N/A,-2.3065913,0.17490155,88.48874,180.0
1011823924425,-0.0011153319,-0.0017478326,0.0027795413,0.39025488,0.05267244,9.909601,-32.989437,-1.5479348,-71.462036,N/A,-2.3049512,0.1746998,88.48872,180.0
1011828924279,0.001015197,0.0014479606,-4.1625206E-4,0.3854665,0.02633622,9.873688,-32.965717,-1.9327037,-71.78552,N/A,-2.305083,0.1753318,88.48877,180.0
1011833923278,0.0020804615,-0.0017478326,6.4901233E-4,0.39504328,0.023942016,9.818622,-32.965717,-1.9327037,-71.78552,N/A,-2.3050828,0.17533137,88.488754,180.0
1011838924001,0.001015197,-0.0017478326,-4.1625206E-4,0.4237737,-0.0023942017,9.840169,-32.83472,-2.3203008,-72.41986,N/A,-2.3048117,0.1771392,88.488846,180.0
1011843923367,0.0020804615,-0.0017478326,0.0017142767,0.34237084,0.04070143,9.895236,-32.663563,-2.5434415,-72.77275,N/A,-2.304812,0.17713888,88.488846,180.0
1011848926205,0.0020804615,-0.0017478326,0.0017142767,0.39504328,0.035913024,9.878476,-32.663563,-2.5434415,-72.77275,N/A,-2.3037472,0.17582788,88.48877,180.0
1011853927761,-0.0032458608,-0.0017478326,-0.0014815165,0.40222588,-0.007182605,9.859323,-32.663563,-2.5434415,-72.77275,N/A,-2.3037472,0.17582788,88.48877,180.0
1011858929213,0.0020804615,-6.825682E-4,6.4901233E-4,0.4141969,0.035913024,9.895236,-32.44773,-2.4285936,-72.810005,N/A,-2.3022716,0.17755073,88.488846,180.0
1011863927677,0.001015197,-6.825682E-4,0.0017142767,0.41180268,0.04070143,9.801862,-32.44773,-2.4285936,-72.810005,N/A,-2.3022716,0.17755073,88.488846,180.0
1011868927642,-0.0011153319,-6.825682E-4,0.0017142767,0.4333505,0.007182605,9.919178,-32.238438,-2.071136,-72.718834,N/A,-2.30076,0.17815539,88.48888,180.0
1011873926635,0.001015197,0.0025132252,6.4901233E-4,0.39264908,0.045489833,9.832987,-32.238438,-2.071136,-72.718834,N/A,-2.30076,0.17815506,88.48888,180.0
1011878927341,-0.0021805963,-0.002813097,6.4901233E-4,0.40462008,0.01436521,9.895236,-32.11824,-1.6091865,-72.39136,N/A,-2.3003721,0.17774755,88.488846,180.0
1011883926627,-5.006743E-5,-0.002813097,0.0027795413,0.38067806,0.021547815,9.89763,-32.11824,-1.6091865,-72.39136,N/A,-2.3003721,0.17774734,88.488846,180.0
1011888926981,-0.0011153319,0.0014479606,-4.1625206E-4,0.40940848,0.0047884034,9.907207,-32.212852,-1.3743595,-72.164345,N/A,-2.3003721,0.17774734,88.488846,180.0
1011893924882,-0.0032458608,-0.0017478326,6.4901233E-4,0.39743748,-0.01436521,9.85214,-32.212852,-1.3743595,-72.164345,N/A,-2.2994275,0.17693537,88.488846,180.0
1011898924559,-5.006743E-5,-0.0017478326,6.4901233E-4,0.4165911,0.047884032,9.876082,-32.606594,-1.6285346,-72.26777,N/A,-2.2995746,0.17578389,88.488785,180.0
1011903923329,-5.006743E-5,3.8269625E-4,-4.1625206E-4,0.38307226,0.02633622,9.864111,-32.606594,-1.6285346,-72.26777,N/A,-2.2995746,0.17578356,88.48877,180.0
1011908923989,0.001015197,-0.0017478326,-4.1625206E-4,0.4213795,0.047884032,9.835381,-32.606594,-1.6285346,-72.26777,N/A,-2.300787,0.17633356,88.488815,180.0
1011913923245,-0.0011153319,-6.825682E-4,0.0017142767,0.41180268,0.016759412,9.902418,-32.98361,-1.9174728,-72.18935,N/A,-2.3007867,0.17633356,88.4888,180.0
1011918924206,-5.006743E-5,0.0025132252,6.4901233E-4,0.4309563,0.023942016,9.825804,-32.98361,-1.9174728,-72.18935,N/A,-2.3019032,0.17602246,88.4888,180.0
1011923922440,-5.006743E-5,-6.825682E-4,0.0017142767,0.41180268,0.05267244,9.938332,-33.09984,-1.8763111,-71.85402,N/A,-2.3019032,0.17602225,88.488785,180.0
1011928922195,-5.006743E-5,-0.0017478326,-4.1625206E-4,0.4381389,0.062249243,9.902418,-33.09984,-1.8763111,-71.85402,N/A,-2.3015206,0.17513996,88.488754,180.0
1011933921037,0.001015197,0.0014479606,-4.1625206E-4,0.37349546,0.035913024,9.904813,-32.964584,-1.7895691,-71.68508,N/A,-2.3015206,0.17513986,88.488754,180.0
1011938921735,-5.006743E-5,-6.825682E-4,-4.1625206E-4,0.36870706,-0.0023942017,9.892841,-32.543,-1.7576153,-71.65874,N/A,-2.3019447,0.17267188,88.48866,180.0
1011943922196,0.001015197,0.0025132252,-4.1625206E-4,0.36870706,-0.0023942017,9.892841,-32.543,-1.7576153,-71.65874,N/A,-2.3019447,0.17267168,88.48866,180.0
1011948923672,0.001015197,0.0025132252,-4.1625206E-4,0.40462008,0.04309563,9.880871,-32.06812,-1.5874205,-71.51272,N/A,-2.3021398,0.17316248,88.48869,180.0
1011953922710,-5.006743E-5,-0.0017478326,-4.1625206E-4,0.40940848,0.007182605,9.907207,-32.06812,-1.5874205,-71.51272,N/A,-2.30214,0.17316237,88.48869,180.0
1011958922897,-0.0011153319,3.8269625E-4,-4.1625206E-4,0.36152446,0.038307227,9.864111,-32.06812,-1.5874205,-71.51272,N/A,-2.3035173,0.17330791,88.48869,180.0
1011963920646,-5.006743E-5,0.004643754,-0.0014815165,0.39264908,0.04070143,9.832987,-31.825102,-1.503665,-71.46463,N/A,-2.3035173,0.17330812,88.48869,180.0
1011968920198,9.1532845E-4,-0.0013483585,-7.323693E-4,0.38067806,0.050278235,9.859323,-31.825102,-1.503665,-71.46463,N/A,-2.3051653,0.17387408,88.48872,180.0
1011973917663,-1.4993596E-4,-0.0013483585,-0.0017976337,0.4141969,0.009576807,9.895236,-31.822586,-1.6039672,-71.688095,N/A,-2.3051655,0.17387398,88.48872,180.0
1011978917088,-1.4993596E-4,0.0018474348,-0.0017976337,0.38067806,0.011971008,9.876082,-31.822586,-1.6039672,-71.688095,N/A,-2.3056552,0.17518447,88.488754,180.0
1011983914507,-0.0012152004,0.0018474348,-7.323693E-4,0.38067806,0.011971008,9.876082,-32.00966,-1.5199294,-71.78916,N/A,-2.3056555,0.17518416,88.488754,180.0
1011988913918,-0.0012152004,0.0018474348,-7.323693E-4,0.36391866,0.02633622,9.902418,-32.27252,-1.3793348,-71.78952,N/A,-2.3056555,0.17518416,88.488754,180.0
1011993911350,-1.4993596E-4,0.0018474348,-0.0017976337,0.36391866,0.02873042,9.935937,-32.27252,-1.3793348,-71.78952,N/A,-2.3062036,0.17355913,88.48871,180.0
1011998910864,-1.4993596E-4,-0.0013483585,3.3289514E-4,0.45010993,0.033518825,9.847352,-32.27252,-1.3793348,-71.78952,N/A,-2.3067822,0.17318922,88.48869,180.0
1012003909586,9.1532845E-4,7.821704E-4,-7.323693E-4,0.3878607,0.023942016,9.895236,-32.482418,-1.6478367,-72.14255,N/A,-2.3067827,0.17318901,88.48869,180.0
1012008910369,-0.0022804649,7.821704E-4,-0.0017976337,0.39743748,0.050278235,9.907207,-32.482418,-1.6478367,-72.14255,N/A,-2.305391,0.17384912,88.48872,180.0
1012013909697,-0.0012152004,-0.0024136228,3.3289514E-4,0.39025488,0.07182605,9.844957,-32.56609,-2.080837,-72.54959,N/A,-2.305391,0.17384902,88.48871,180.0
1012018910901,-0.0012152004,-2.8309404E-4,-7.323693E-4,0.39025488,0.062249243,9.880871,-32.56609,-2.080837,-72.54959,N/A,-2.3053687,0.17381954,88.48872,180.0
1012023909507,-0.0012152004,7.821704E-4,-7.323693E-4,0.33997664,0.0023942017,9.85214,-32.55064,-2.1206777,-72.61977,N/A,-2.305369,0.17381942,88.48871,180.0
1012028909538,9.1532845E-4,-0.0013483585,-7.323693E-4,0.39743748,0.033518825,9.902418,-32.55064,-2.1206777,-72.61977,N/A,-2.305369,0.17381942,88.48871,180.0
1012033907296,0.001980593,7.821704E-4,-7.323693E-4,0.3854665,0.031124622,9.868899,-32.520603,-1.8089745,-72.58198,N/A,-2.3046885,0.17329012,88.48869,180.0
1012038907574,-1.4993596E-4,0.0018474348,0.0013981595,0.37588966,0.045489833,9.868899,-32.520603,-1.8089745,-72.58198,N/A,-2.3022044,0.17309049,88.48869,180.0
1012043906653,9.1532845E-4,0.0018474348,-7.323693E-4,0.37588966,0.045489833,9.868899,-32.459854,-1.3613888,-72.425865,N/A,-2.3022044,0.17309028,88.48868,180.0
1012048907759,9.1532845E-4,0.0018474348,-7.323693E-4,0.4213795,0.0023942017,9.89763,-32.389038,-0.69254524,-71.96208,N/A,-2.3037255,0.17298752,88.48868,180.0
1012053907262,-0.0012152004,7.821704E-4,3.3289514E-4,0.3854665,0.045489833,9.835381,-32.389038,-0.69254524,-71.96208,N/A,-2.3037252,0.17298742,88.48866,180.0
1012058908553,-1.4993596E-4,-0.0024136228,0.0024634239,0.37588966,0.019153614,9.876082,-32.34228,-0.08012763,-71.47285,N/A,-2.3034623,0.17514981,88.488754,180.0
1012063906922,9.1532845E-4,7.821704E-4,-7.323693E-4,0.40701428,0.033518825,9.900024,-32.34228,-0.08012763,-71.47285,N/A,-2.3034623,0.17514938,88.488754,180.0
1012068908864,9.1532845E-4,-2.8309404E-4,-7.323693E-4,0.37349546,0.04070143,9.828198,-32.34228,-0.08012763,-71.47285,N/A,-2.3012273,0.17527334,88.48877,180.0
1012073908733,-1.4993596E-4,-0.0013483585,-7.323693E-4,0.40222588,0.038307227,9.900024,-32.345963,0.10202608,-71.2539,N/A,-2.3012278,0.17527312,88.48877,180.0
1012078910039,-1.4993596E-4,0.0018474348,3.3289514E-4,0.40462008,0.04309563,9.842564,-32.345963,0.10202608,-71.2539,N/A,-2.300808,0.17539537,88.48877,180.0
1012083909575,-0.0022804649,0.0029126992,-0.0028628982,0.41180268,0.033518825,9.842564,-32.35816,0.09459231,-71.140564,N/A,-2.3008082,0.17539504,88.48877,180.0
1012088910005,9.1532845E-4,-0.0013483585,0.0013981595,0.4141969,0.045489833,9.85214,-32.35816,0.09459231,-71.140564,N/A,-2.3008082,0.17539504,88.48877,180.0
1012093907900,-0.0012152004,7.821704E-4,-7.323693E-4,0.40222588,0.038307227,9.885659,-32.23096,-0.03160816,-71.04815,N/A,-2.3003545,0.17669687,88.48883,180.0
1012098907522,9.1532845E-4,-0.0013483585,-0.0017976337,0.37349546,-0.0047884034,9.89763,-32.23096,-0.03160816,-71.04815,N/A,-2.300823,0.17623007,88.488815,180.0
1012103906229,9.1532845E-4,-0.0024136228,0.0024634239,0.40940848,0.08379706,9.907207,-32.05495,-0.5013221,-71.1696,N/A,-2.300823,0.17622997,88.488815,180.0
1012108907939,-1.4993596E-4,0.0039779637,3.3289514E-4,0.39504328,0.0,9.859323,-32.05495,-0.5013221,-71.1696,N/A,-2.3003979,0.17592914,88.4888,180.0
1012113907676,0.001980593,7.821704E-4,3.3289514E-4,0.40462008,0.038307227,9.888053,-31.897892,-0.9604559,-71.39141,N/A,-2.300398,0.17592904,88.4888,180.0
1012118909099,9.1532845E-4,-2.8309404E-4,0.0013981595,0.36631286,0.08619126,9.847352,-31.897892,-0.9604559,-71.39141,N/A,-2.2997925,0.17654854,88.48883,180.0
1012123907429,0.0030458574,0.0018474348,0.0024634239,0.4141969,0.02633622,9.880871,-31.706745,-0.92279416,-71.416824,N/A,-2.2997928,0.17654864,88.48883,180.0
1012128907183,-1.4993596E-4,7.821704E-4,0.0013981595,0.3854665,0.04309563,9.892841,-31.706745,-0.92279416,-71.416824,N/A,-2.3006897,0.1770796,88.488846,180.0
1012133904729,9.1532845E-4,-0.0013483585,3.3289514E-4,0.36631286,0.035913024,9.895236,-31.58912,-0.6701687,-71.4102,N/A,-2.3006902,0.1770795,88.488846,180.0
1012138906154,-0.0022804649,7.821704E-4,-7.323693E-4,0.4309563,0.035913024,9.907207,-31.58912,-0.6701687,-71.4102,N/A,-2.3014872,0.17785311,88.48888,180.0
1012143905725,-0.0012152004,-0.0013483585,3.3289514E-4,0.39264908,0.033518825,9.911995,-31.567013,-0.5653141,-71.51579,N/A,-2.3014872,0.1778528,88.48888,180.0
1012148906204,-0.0022804649,-0.0013483585,-7.323693E-4,0.4189853,0.05267244,9.82341,-31.62459,-0.53694427,-71.4982,N/A,-2.3010304,0.1784623,88.48889,180.0
1012153906349,-1.4993596E-4,0.0039779637,-0.0017976337,0.40940848,0.047884032,9.921572,-31.62459,-0.53694427,-71.4982,N/A,-2.3010306,0.17846207,88.48889,180.0
1012158907844,-1.4993596E-4,-2.8309404E-4,-7.323693E-4,0.3854665,0.07182605,9.816227,-31.768211,-0.75856847,-71.56627,N/A,-2.3012278,0.17763251,88.48888,180.0
1012163906232,-0.0012152004,0.0029126992,-7.323693E-4,0.41180268,0.01436521,9.888053,-31.768211,-0.75856847,-71.56627,N/A,-2.3012278,0.17763263,88.48888,180.0
1012168906880,-0.0012152004,0.0029126992,-7.323693E-4,0.38307226,0.0,9.868899,-31.768211,-0.75856847,-71.56627,N/A,-2.3007896,0.17941648,88.48895,180.0
1012173906028,-0.0012152004,-2.8309404E-4,-7.323693E-4,0.37349546,0.055066638,9.859323,-31.924496,-1.3006804,-71.89192,N/A,-2.3007898,0.17941627,88.48895,180.0
1012178907067,-0.0012152004,-2.8309404E-4,-7.323693E-4,0.4213795,0.055066638,9.895236,-32.09301,-1.673266,-72.016304,N/A,-2.2992704,0.17998804,88.48897,180.0
1012183906445,-1.4993596E-4,0.005043228,-0.0017976337,0.35434186,0.033518825,9.821015,-32.09301,-1.673266,-72.016304,N/A,-2.2992704,0.17998782,88.48895,180.0
1012188906727,0.001980593,-0.0013483585,-7.323693E-4,0.41180268,0.079008654,9.895236,-32.33793,-1.8020518,-71.92344,N/A,-2.3002288,0.1802085,88.48898,180.0
1012193904482,-1.4993596E-4,0.0039779637,3.3289514E-4,0.41180268,0.035913024,9.859323,-32.33793,-1.8020518,-71.92344,N/A,-2.300229,0.18020807,88.48897,180.0
1012198903967,-1.4993596E-4,0.0039779637,3.3289514E-4,0.40222588,0.0023942017,9.85214,-32.749004,-2.1006806,-71.967896,N/A,-2.3014505,0.18153553,88.48901,180.0
1012203902497,9.1532845E-4,7.821704E-4,3.3289514E-4,0.40222588,0.011971008,9.861717,-32.749004,-2.1006806,-71.967896,N/A,-2.3014505,0.18153521,88.48901,180.0
1012208903143,-0.0012152004,-0.0013483585,-7.323693E-4,0.37588966,0.08379706,9.854534,-32.749004,-2.1006806,-71.967896,N/A,-2.3016307,0.1823519,88.48906,180.0
1012213902229,-1.4993596E-4,7.821704E-4,-0.0028628982,0.41180268,-0.0023942017,9.890448,-33.106106,-2.525233,-72.1211,N/A,-2.3016307,0.18235168,88.48906,180.0
1012218902365,9.1532845E-4,-0.0024136228,-7.323693E-4,0.3854665,0.019153614,9.904813,-33.106106,-2.525233,-72.1211,N/A,-2.300337,0.1820768,88.489044,180.0
1012223900051,-0.0012152004,-0.0013483585,-7.323693E-4,0.36870706,0.016759412,9.856929,-33.0698,-2.7031856,-72.16229,N/A,-2.300337,0.1820769,88.489044,180.0
1012228899520,-1.4993596E-4,0.0029126992,-7.323693E-4,0.40701428,0.059855044,9.957485,-32.77857,-2.5796726,-72.0973,N/A,-2.2997496,0.18296216,88.48909,180.0
1012233898138,-0.0012152004,7.821704E-4,-0.0017976337,0.36152446,0.011971008,9.947908,-32.77857,-2.5796726,-72.0973,N/A,-2.2997496,0.18296185,88.48909,180.0
1012238898868,-0.0022804649,-0.0024136228,-0.0017976337,0.3854665,0.021547815,9.878476,-32.77857,-2.5796726,-72.0973,N/A,-2.3007984,0.18475614,88.48915,180.0
1012243898041,-1.4993596E-4,0.0018474348,-7.323693E-4,0.37349546,0.033518825,9.868899,-32.475197,-2.3366327,-72.09837,N/A,-2.3007984,0.18475604,88.48915,180.0
1012248899113,0.0030458574,-0.0024136228,0.0024634239,0.37828386,0.01436521,9.890448,-32.475197,-2.3366327,-72.09837,N/A,-2.3012168,0.18301642,88.48909,180.0
1012253898421,-1.4993596E-4,0.0018474348,0.0013981595,0.35673606,0.045489833,9.928755,-32.270622,-1.8470777,-72.05657,N/A,-2.3012166,0.1830162,88.48909,180.0
1012258899605,-1.4993596E-4,0.0029126992,-0.0017976337,0.4165911,0.038307227,9.854534,-32.270622,-1.8470777,-72.05657,N/A,-2.3010123,0.18363725,88.489105,180.0
1012263897766,0.001980593,-2.8309404E-4,0.0024634239,0.37349546,0.05267244,9.907207,-32.26508,-1.21793,-71.91349,N/A,-2.3010125,0.18363714,88.489105,180.0
1012268897444,0.001980593,-2.8309404E-4,0.0024634239,0.35913026,0.038307227,9.902418,-32.26508,-1.21793,-71.91349,N/A,-2.2996051,0.18266329,88.48909,180.0
1012273896097,9.1532845E-4,-0.0024136228,3.3289514E-4,0.39983168,0.055066638,9.902418,-32.407654,-0.89904845,-71.78006,N/A,-2.2996054,0.18266319,88.48909,180.0
1012278896874,9.1532845E-4,-0.0024136228,3.3289514E-4,0.4189853,0.023942016,9.921572,-32.407654,-0.89904845,-71.78006,N/A,-2.2985141,0.18294407,88.48909,180.0
1012283896082,9.1532845E-4,0.0039779637,-0.0017976337,0.4189853,0.023942016,9.921572,-32.488815,-0.8211662,-71.766716,N/A,-2.2985141,0.18294396,88.48909,180.0
1012288896262,9.1532845E-4,0.0039779637,-0.0017976337,0.40701428,0.02633622,9.892841,-32.47262,-0.91091675,-72.043495,N/A,-2.2973225,0.1826487,88.489075,180.0
1012293893957,-0.0012152004,-2.8309404E-4,0.0013981595,0.39983168,0.04309563,9.849746,-32.47262,-0.91091675,-72.043495,N/A,-2.2973228,0.1826487,88.489075,180.0
1012298893448,-1.4993596E-4,-0.0013483585,-7.323693E-4,0.40462008,-0.0023942017,9.847352,-32.47262,-0.91091675,-72.043495,N/A,-2.2952056,0.18252131,88.489075,180.0
1012303892006,-1.6644757E-4,4.825648E-4,-0.0014149374,0.40940848,0.035913024,9.904813,-32.710056,-1.545468,-72.67128,N/A,-2.2952058,0.1825211,88.489075,180.0
1012308892808,-1.6644757E-4,-0.0016479641,-3.4967304E-4,0.4333505,0.023942016,9.856929,-32.710056,-1.545468,-72.67128,N/A,-2.295121,0.18348847,88.489105,180.0
1012313892058,-0.0012317119,-5.8269966E-4,0.0017808558,0.38307226,0.009576807,9.909601,-33.170094,-2.4853294,-73.34984,N/A,-2.295121,0.18348837,88.489105,180.0
1012318893286,8.9881686E-4,0.0026130937,-3.4967304E-4,0.39983168,0.023942016,9.900024,-33.170094,-2.4853294,-73.34984,N/A,-2.2938952,0.18451506,88.48915,180.0
1012323891508,-1.6644757E-4,-0.0016479641,7.1559136E-4,0.39025488,0.0023942017,9.885659,-33.34844,-2.9098656,-73.52489,N/A,-2.2938955,0.18451473,88.48915,180.0
1012328891219,-0.0012317119,4.825648E-4,0.0017808558,0.36870706,0.059855044,9.864111,-33.34844,-2.9098656,-73.52489,N/A,-2.2938955,0.18451473,88.48915,180.0
1012333888699,-1.6644757E-4,0.0015478292,-0.0014149374,0.3854665,0.035913024,9.907207,-33.23818,-2.8260887,-73.2912,N/A,-2.2953947,0.18427216,88.489136,180.0
1012338889059,-0.0012317119,-0.0016479641,7.1559136E-4,0.3854665,0.019153614,9.888053,-33.23818,-2.8260887,-73.2912,N/A,-2.2959173,0.18446605,88.48915,180.0
1012343888079,-0.0012317119,-5.8269966E-4,-3.4967304E-4,0.41180268,0.05267244,9.844957,-32.930256,-2.508707,-72.96795,N/A,-2.2959173,0.18446594,88.48915,180.0
1012348888202,-1.6644757E-4,4.825648E-4,7.1559136E-4,0.37588966,0.031124622,9.828198,-32.930256,-2.508707,-72.96795,N/A,-2.2966833,0.1833982,88.489105,180.0
1012353886749,-1.6644757E-4,0.0026130937,7.1559136E-4,0.37588966,0.031124622,9.828198,-32.44784,-1.8382351,-72.547134,N/A,-2.2966833,0.18339808,88.489105,180.0
1012358886634,-1.6644757E-4,0.0026130937,7.1559136E-4,0.4237737,0.06703765,9.885659,-32.01471,-1.0502017,-72.28923,N/A,-2.2974973,0.18233043,88.48906,180.0
1012363884227,-0.0022969765,-0.0016479641,0.0017808558,0.39504328,0.07182605,9.969456,-32.01471,-1.0502017,-72.28923,N/A,-2.2974973,0.18233001,88.48906,180.0
1012368883653,-0.0022969765,-0.0016479641,0.0017808558,0.4333505,0.02633622,9.921572,-32.01471,-1.0502017,-72.28923,N/A,-2.2973452,0.18102938,88.48901,180.0
1012373882202,8.9881686E-4,-0.0016479641,-3.4967304E-4,0.4333505,0.02633622,9.921572,-31.757666,-0.45109883,-72.30122,N/A,-2.2973454,0.18102916,88.489,180.0
1012378883080,8.9881686E-4,-0.0016479641,-3.4967304E-4,0.40940848,0.031124622,9.861717,-31.702414,-0.08309566,-72.3284,N/A,-2.2959695,0.18217151,88.48906,180.0
1012383881481,-1.6644757E-4,-0.0016479641,7.1559136E-4,0.39504328,0.031124622,9.907207,-31.702414,-0.08309566,-72.3284,N/A,-2.2959697,0.1821713,88.48906,180.0
1012388881289,-0.0012317119,0.0015478292,-3.4967304E-4,0.4381389,0.038307227,9.787497,-31.695087,-0.08389359,-72.290634,N/A,-2.2961743,0.18247315,88.489075,180.0
1012393878854,8.9881686E-4,4.825648E-4,-3.4967304E-4,0.3854665,0.050278235,9.919178,-31.695087,-0.08389359,-72.290634,N/A,-2.2961745,0.18247315,88.489075,180.0
1012398878428,-1.6644757E-4,-0.003778493,0.0017808558,0.37110126,0.035913024,9.880871,-31.6156,-0.6318297,-72.340675,N/A,-2.2961745,0.18247315,88.489075,180.0
1012403875858,0.0019640813,0.0015478292,0.0017808558,0.37588966,0.007182605,9.919178,-31.6156,-0.6318297,-72.340675,N/A,-2.2949126,0.18109272,88.48903,180.0
1012408876348,-1.6644757E-4,4.825648E-4,0.0017808558,0.37588966,0.007182605,9.919178,-31.6156,-0.6318297,-72.340675,N/A,-2.295709,0.18374594,88.489105,180.0
1012413874241,-1.6644757E-4,4.825648E-4,0.0017808558,0.37349546,0.050278235,9.859323,-31.6156,-0.6318297,-72.340675,N/A,-2.2957094,0.18374594,88.489105,180.0
1012418873854,-1.6644757E-4,0.0015478292,-0.002480202,0.40462008,0.019153614,9.85214,-31.539652,-1.4216837,-72.52667,N/A,-2.2957094,0.18374594,88.489105,180.0
1012423871299,-1.6644757E-4,0.0036783582,-0.0014149374,0.40462008,0.055066638,9.849746,-31.606627,-1.844096,-72.673965,N/A,-2.2985,0.18385641,88.48912,180.0
1012428870799,-1.6644757E-4,-0.0016479641,-3.4967304E-4,0.37828386,0.009576807,9.811439,-31.606627,-1.844096,-72.673965,N/A,-2.2988718,0.18378535,88.48912,180.0
1012433868310,-1.6644757E-4,4.825648E-4,7.1559136E-4,0.40222588,-0.021547815,9.861717,-31.877062,-1.8515135,-72.68454,N/A,-2.2988718,0.18378502,88.48912,180.0
1012438867780,0.0030293458,-5.8269966E-4,7.1559136E-4,0.38067806,0.05267244,9.82341,-31.877062,-1.8515135,-72.68454,N/A,-2.2999918,0.18464689,88.48918,180.0
1012443865208,0.0019640813,-5.8269966E-4,0.0017808558,0.40462008,0.011971008,9.873688,-32.205982,-1.7631886,-72.56093,N/A,-2.2999918,0.18464658,88.48917,180.0
1012448864845,0.0019640813,0.0015478292,7.1559136E-4,0.36870706,0.023942016,9.854534,-32.205982,-1.7631886,-72.56093,N/A,-2.2983022,0.18388972,88.48912,180.0
1012453862814,0.0019640813,-5.8269966E-4,7.1559136E-4,0.38307226,0.079008654,9.85214,-32.40864,-1.683739,-72.37543,N/A,-2.2983022,0.18388972,88.48912,180.0
1012458862629,-0.0012317119,-5.8269966E-4,7.1559136E-4,0.39983168,0.06703765,9.856929,-32.40864,-1.683739,-72.37543,N/A,-2.2975197,0.18453237,88.48917,180.0
1012463860240,-1.6644757E-4,4.825648E-4,-3.4967304E-4,0.39983168,0.06703765,9.856929,-32.421803,-1.5797167,-72.18967,N/A,-2.29752,0.18453196,88.48915,180.0
1012468862588,-1.6644757E-4,4.825648E-4,-3.4967304E-4,0.35434186,-0.0047884034,9.837775,-32.3864,-1.4474351,-71.91436,N/A,-2.2981713,0.18489905,88.48918,180.0
1012473861467,-1.6644757E-4,0.0015478292,-0.0014149374,0.35434186,-0.0047884034,9.837775,-32.3864,-1.4474351,-71.91436,N/A,-2.2981713,0.18489872,88.48917,180.0
1012478861683,-1.6644757E-4,0.0015478292,-0.0014149374,0.36152446,0.050278235,9.811439,-32.42388,-1.2907274,-71.59141,N/A,-2.2978494,0.18225399,88.489075,180.0
1012483859519,-0.0012317119,-0.003778493,7.1559136E-4,0.36152446,0.050278235,9.811439,-32.42388,-1.2907274,-71.59141,N/A,-2.2978494,0.18225367,88.48906,180.0
