Time Stamp (ns since boot),xGyro (rad/s),yGyro (rad/s),zGyro (rad/s), xAccel (g), yAccel (g), zAccel (g), xMag (uT), yMag (uT), zMag (uT), Temp (C), Roll (deg), Pitch (deg), Yaw (deg), Yaw Accuracy (deg)
1005681137487,9.819075E-4,0.0036285568,0.0019307918,0.4189853,0.02633622,9.849746,-32.902184,-5.177667,-75.15205,N/A,-2.2946727,0.15876955,88.48781,180.0
1005686492065,9.819075E-4,-0.0016977652,8.6552737E-4,0.36152446,-0.009576807,9.842564,-32.902184,-5.177667,-75.15205,N/A,-2.2946763,0.15791903,88.48779,180.0
1005691851197,-0.0022138858,4.3276369E-4,8.6552737E-4,0.39264908,0.023942016,9.890448,-32.902184,-5.177667,-75.15205,N/A,-2.2946765,0.1579187,88.48779,180.0
1005697205652,-0.0022138858,4.3276369E-4,8.6552737E-4,0.39025488,0.050278235,9.849746,-33.10224,-4.733884,-74.470276,N/A,-2.2939796,0.15662201,88.48773,180.0
1005702560107,0.0020471718,-0.0027630297,-0.0012650015,0.39743748,0.08619126,9.832987,-33.10224,-4.733884,-74.470276,N/A,-2.293559,0.15680203,88.48773,180.0
1005707922418,9.819075E-4,-0.0016977652,8.6552737E-4,0.35913026,0.0047884034,9.8042555,-33.10224,-4.733884,-74.470276,N/A,-2.293559,0.15680192,88.48773,180.0
1005713284729,9.819075E-4,0.0036285568,8.6552737E-4,0.4285621,0.031124622,9.842564,-33.229248,-3.8668993,-73.75159,N/A,-2.2945724,0.15901989,88.48782,180.0
1005718647040,-0.0011486213,-6.3250074E-4,0.0019307918,0.3878607,0.047884032,9.849746,-33.229248,-3.8668993,-73.75159,N/A,-2.2945225,0.15812676,88.48779,180.0
1005724031114,-8.335694E-5,0.0025632926,-0.0012650015,0.3878607,0.047884032,9.849746,-33.006714,-2.5611494,-73.05359,N/A,-2.2945228,0.15812653,88.48779,180.0
1005729415188,-8.335694E-5,0.0025632926,-0.0012650015,0.3878607,0.045489833,9.940725,-32.690994,-1.4379518,-72.64471,N/A,-2.2952821,0.15780267,88.48779,180.0
1005734799262,-8.335694E-5,-6.3250074E-4,-1.9973709E-4,0.36391866,0.035913024,9.89763,-32.690994,-1.4379518,-72.64471,N/A,-2.2941148,0.15651222,88.48773,180.0
1005740182637,9.819075E-4,4.3276369E-4,-1.9973709E-4,0.36391866,-0.0023942017,9.818622,-32.690994,-1.4379518,-72.64471,N/A,-2.2939796,0.15639663,88.48772,180.0
1005745566749,-0.0011486213,0.0025632926,-0.0012650015,0.4405331,0.05267244,9.878476,-32.497192,-1.0696794,-72.64042,N/A,-2.29398,0.15639642,88.48772,180.0
1005750945231,-8.335694E-5,-6.3250074E-4,8.6552737E-4,0.4141969,0.01436521,9.876082,-32.497192,-1.0696794,-72.64042,N/A,-2.2939389,0.1592801,88.48784,180.0
1005756320924,9.819075E-4,4.3276369E-4,-0.0012650015,0.40462008,0.01436521,9.866506,-32.422245,-1.0532013,-72.49617,N/A,-2.2939389,0.15928,88.48784,180.0
1005761689303,-0.0011486213,0.001498028,-1.9973709E-4,0.3878607,-0.009576807,9.866506,-32.422245,-1.0532013,-72.49617,N/A,-2.293955,0.15861043,88.48781,180.0
1005767054305,-8.335694E-5,-0.0016977652,-1.9973709E-4,0.38307226,0.05746084,9.866506,-32.422245,-1.0532013,-72.49617,N/A,-2.293955,0.1586101,88.48781,180.0
1005772410423,-0.0022138858,4.3276369E-4,-0.002330266,0.39504328,0.035913024,9.830592,-32.448597,-0.9853039,-72.19486,N/A,-2.293955,0.1586101,88.48781,180.0
1005777762305,-8.335694E-5,0.001498028,-0.0012650015,0.3878607,0.011971008,9.868899,-32.448597,-0.9853039,-72.19486,N/A,-2.2936258,0.15911227,88.48784,180.0
1005783107501,-0.0011486213,-0.0016977652,8.6552737E-4,0.40222588,0.050278235,9.902418,-32.47357,-0.77267236,-72.07862,N/A,-2.2921083,0.16001153,88.48787,180.0
1005788449662,-0.0022138858,0.001498028,-0.002330266,0.37588966,0.021547815,9.873688,-32.47357,-0.77267236,-72.07862,N/A,-2.2921078,0.16001143,88.48787,180.0
1005793784874,-0.0011486213,0.001498028,-1.9973709E-4,0.4237737,0.019153614,9.89763,-32.36675,-0.29546738,-71.962425,N/A,-2.2926657,0.15983954,88.48787,180.0
1005799108761,-8.335694E-5,-0.0016977652,-1.9973709E-4,0.3878607,0.031124622,9.892841,-32.36675,-0.29546738,-71.962425,N/A,-2.292666,0.15983933,88.48787,180.0
1005804432648,0.0031124363,4.3276369E-4,-0.0012650015,0.35913026,0.055066638,9.854534,-32.09936,0.37693864,-71.69109,N/A,-2.2936397,0.15890498,88.48784,180.0
1005809752525,0.0031124363,4.3276369E-4,-0.0012650015,0.39504328,0.04070143,9.967062,-32.09936,0.37693864,-71.69109,N/A,-2.2933707,0.15760231,88.48778,180.0
1005815066243,0.0020471718,-0.0016977652,8.6552737E-4,0.37828386,0.04309563,9.916783,-31.808214,0.8535748,-71.44392,N/A,-2.2933707,0.15760198,88.48776,180.0
1005820377218,9.819075E-4,-6.3250074E-4,-0.0033955304,0.3854665,0.0023942017,9.91439,-31.808214,0.8535748,-71.44392,N/A,-2.2929752,0.15895233,88.48782,180.0
1005825681396,-0.0011486213,-0.0016977652,0.002996056,0.39983168,0.01436521,9.919178,-31.58563,0.83058393,-71.36113,N/A,-2.2929754,0.15895233,88.48782,180.0
1005830981655,-0.0011486213,-0.0016977652,0.002996056,0.39025488,0.055066638,9.825804,-31.558619,0.640335,-71.23221,N/A,-2.2929077,0.15919252,88.48784,180.0
1005836275760,9.819075E-4,0.0025632926,8.6552737E-4,0.3854665,0.038307227,9.861717,-31.558619,0.640335,-71.23221,N/A,-2.2929077,0.1591923,88.48784,180.0
1005841567524,0.0031124363,0.001498028,0.0019307918,0.4285621,0.02633622,9.907207,-31.793674,0.38559708,-71.09194,N/A,-2.293166,0.15867068,88.48782,180.0
1005846851632,9.819075E-4,-0.0016977652,8.6552737E-4,0.40701428,0.016759412,9.904813,-31.793674,0.38559708,-71.09194,N/A,-2.2931657,0.15867057,88.48781,180.0
1005852133817,-8.335694E-5,4.3276369E-4,8.6552737E-4,0.40222588,0.033518825,9.840169,-31.944044,-0.07963142,-71.226395,N/A,-2.2916174,0.1597514,88.487854,180.0
1005857409849,9.819075E-4,0.001498028,0.0019307918,0.40222588,0.01436521,9.799467,-31.944044,-0.07963142,-71.226395,N/A,-2.2916174,0.15975119,88.48784,180.0
1005862683633,-8.335694E-5,-6.3250074E-4,0.0019307918,0.35434186,0.033518825,9.861717,-31.944044,-0.07963142,-71.226395,N/A,-2.2908103,0.16071814,88.4879,180.0
1005867951173,-0.0011486213,0.0036285568,-1.9973709E-4,0.4381389,0.0023942017,9.825804,-31.890593,-0.65721667,-71.54711,N/A,-2.2908103,0.16071814,88.4879,180.0
1005873216585,-8.335694E-5,0.0025632926,8.6552737E-4,0.3854665,0.038307227,9.830592,-31.890593,-0.65721667,-71.54711,N/A,-2.2905128,0.15934841,88.48784,180.0
1005878474622,9.819075E-4,-0.0027630297,8.6552737E-4,0.38307226,0.059855044,9.876082,-31.80233,-1.515591,-72.07884,N/A,-2.2905128,0.15934853,88.48784,180.0
1005883729938,0.0020471718,0.001498028,-1.9973709E-4,0.37349546,0.062249243,9.916783,-31.80233,-1.515591,-72.07884,N/A,-2.2900782,0.1606732,88.487915,180.0
1005888980045,-8.335694E-5,-6.3250074E-4,-1.9973709E-4,0.4429273,-0.011971008,9.80665,-31.700075,-2.3381443,-72.73972,N/A,-2.2900784,0.1606731,88.487915,180.0
1005894227740,0.0031124363,0.001498028,0.0019307918,0.39743748,-0.011971008,9.909601,-31.700075,-2.3381443,-72.73972,N/A,-2.2915642,0.16021249,88.487885,180.0
1005899470158,9.819075E-4,0.001498028,-1.9973709E-4,0.40462008,0.01436521,9.911995,-31.626226,-2.4388642,-73.071655,N/A,-2.2915642,0.16021249,88.487885,180.0
1005904711002,9.819075E-4,-6.3250074E-4,-1.9973709E-4,0.39743748,-0.009576807,9.921572,-31.626226,-2.4388642,-73.071655,N/A,-2.2921996,0.15995409,88.48787,180.0
1005909945021,0.0031124363,-0.0016977652,8.6552737E-4,0.36870706,0.06943185,9.933543,-31.602829,-1.9670544,-73.010025,N/A,-2.2921996,0.15995386,88.48787,180.0
1005915177952,0.0020471718,0.001498028,0.0019307918,0.39983168,0.06464344,9.844957,-31.602829,-1.9670544,-73.010025,N/A,-2.2923543,0.1592732,88.48784,180.0
1005920405515,9.819075E-4,-6.3250074E-4,-0.0012650015,0.4261679,-0.011971008,9.825804,-31.660124,-1.3523237,-72.735535,N/A,-2.292354,0.159273,88.48782,180.0
1005925631591,0.0020471718,-6.3250074E-4,-1.9973709E-4,0.4381389,0.0,9.861717,-31.660124,-1.3523237,-72.735535,N/A,-2.2916198,0.16077635,88.487915,180.0
1005930852168,-0.0011486213,0.0025632926,-0.0012650015,0.39743748,0.01436521,9.907207,-31.803999,-0.5980244,-72.25782,N/A,-2.2916198,0.16077602,88.4879,180.0
1005936070073,-8.335694E-5,-6.3250074E-4,-1.9973709E-4,0.3854665,0.02873042,9.892841,-31.803999,-0.5980244,-72.25782,N/A,-2.2925444,0.16057606,88.487885,180.0
1005941283135,0.0020471718,-0.0016977652,8.6552737E-4,0.37349546,-0.016759412,9.895236,-32.042404,0.088457204,-71.926094,N/A,-2.2925444,0.16057606,88.487885,180.0
1005946493932,-4.993427E-4,0.0012482236,6.823019E-4,0.4141969,0.055066638,9.92636,-32.042404,0.088457204,-71.926094,N/A,-2.292824,0.15870483,88.48782,180.0
1005951700121,0.0016311861,-8.8230526E-4,-3.8296255E-4,0.41180268,0.009576807,9.911995,-32.471756,0.32457262,-72.21968,N/A,-2.2928243,0.15870473,88.48782,180.0
1005956904626,5.659217E-4,1.8295916E-4,-3.8296255E-4,0.3878607,0.059855044,9.873688,-32.877617,0.12812188,-72.961655,N/A,-2.2917926,0.1588709,88.48782,180.0
1005962104446,-4.993427E-4,1.8295916E-4,0.0017475663,0.3854665,0.047884032,9.859323,-32.877617,0.12812188,-72.961655,N/A,-2.2917929,0.1588707,88.48782,180.0
1005967303339,-4.993427E-4,1.8295916E-4,0.0017475663,0.36631286,0.007182605,9.811439,-32.877617,0.12812188,-72.961655,N/A,-2.2931328,0.15878487,88.48782,180.0
1005972497245,-4.993427E-4,-8.8230526E-4,-3.8296255E-4,0.39264908,0.0047884034,9.864111,-32.991493,-0.4735719,-73.65954,N/A,-2.293133,0.15878476,88.48782,180.0
1005977690225,5.659217E-4,0.002313488,-0.0025134913,0.40222588,0.016759412,9.861717,-32.991493,-0.4735719,-73.65954,N/A,-2.2946508,0.15736096,88.48778,180.0
1005982877352,0.0026964506,-0.0019475697,-0.001448227,0.40462008,0.011971008,9.844957,-32.898834,-1.5282781,-74.161095,N/A,-2.294651,0.15736052,88.48776,180.0
1005988064084,5.659217E-4,-8.8230526E-4,6.823019E-4,0.40222588,0.033518825,9.85214,-32.898834,-1.5282781,-74.161095,N/A,-2.2934453,0.1558493,88.4877,180.0
1005993244758,-4.993427E-4,1.8295916E-4,6.823019E-4,0.41180268,0.023942016,9.885659,-32.696186,-2.6425126,-74.41022,N/A,-2.2934453,0.15584908,88.4877,180.0
1005998425219,5.659217E-4,0.0012482236,-0.0025134913,0.3878607,0.011971008,9.828198,-32.488544,-3.223137,-74.289024,N/A,-2.2945433,0.15619087,88.48773,180.0
1006003601197,-4.993427E-4,0.0012482236,-0.001448227,0.3878607,0.011971008,9.828198,-32.488544,-3.223137,-74.289024,N/A,-2.294543,0.15619066,88.48772,180.0
1006008775904,-4.993427E-4,0.0012482236,-0.001448227,0.37349546,0.019153614,9.871294,-32.379013,-3.1741607,-73.93331,N/A,-2.2939227,0.15805493,88.48781,180.0
1006013945027,5.659217E-4,-0.0019475697,-0.0025134913,0.39264908,0.05267244,9.832987,-32.379013,-3.1741607,-73.93331,N/A,-2.2939227,0.1580545,88.48781,180.0
1006019112996,-4.993427E-4,1.8295916E-4,-3.8296255E-4,0.39025488,0.023942016,9.763555,-32.379013,-3.1741607,-73.93331,N/A,-2.2928836,0.15655619,88.48775,180.0
1006024276063,5.659217E-4,0.0012482236,-0.0025134913,0.40701428,0.062249243,9.816227,-32.360287,-2.8193417,-73.513756,N/A,-2.2928836,0.15655588,88.48773,180.0
1006029439625,0.0016311861,-8.8230526E-4,-3.8296255E-4,0.4141969,0.023942016,9.923966,-32.360287,-2.8193417,-73.513756,N/A,-2.2934978,0.1556721,88.487686,180.0
1006034599183,0.0026964506,0.0012482236,-3.8296255E-4,0.4261679,0.021547815,9.866506,-32.54453,-2.5742738,-73.12449,N/A,-2.2934983,0.15567198,88.487686,180.0
1006039757226,0.0026964506,0.0012482236,-3.8296255E-4,0.3878607,0.07182605,9.837775,-32.952538,-2.630562,-72.99748,N/A,-2.2943103,0.15578155,88.48772,180.0
1006044910278,5.659217E-4,-0.0019475697,6.823019E-4,0.36870706,0.062249243,9.880871,-32.952538,-2.630562,-72.99748,N/A,-2.2943106,0.15578145,88.48772,180.0
1006050062633,-4.993427E-4,1.8295916E-4,-3.8296255E-4,0.38307226,-0.007182605,9.904813,-32.952538,-2.630562,-72.99748,N/A,-2.2940497,0.1548913,88.48767,180.0
1006055211695,0.0016311861,1.8295916E-4,-3.8296255E-4,0.3878607,0.031124622,9.825804,-33.349533,-2.715708,-73.191605,N/A,-2.2940497,0.1548912,88.48767,180.0
1006060359679,5.659217E-4,-0.0030128341,6.823019E-4,0.38307226,0.059855044,9.868899,-33.349533,-2.715708,-73.191605,N/A,-2.293231,0.15552936,88.4877,180.0
1006065502990,-4.993427E-4,0.0012482236,-0.0035787558,0.35673606,0.04309563,9.837775,-33.581024,-2.5528162,-73.39673,N/A,-2.2932308,0.15552916,88.487686,180.0
1006070645826,-4.993427E-4,0.004444017,-0.001448227,0.37828386,0.05267244,9.923966,-33.581024,-2.5528162,-73.39673,N/A,-2.293677,0.15666041,88.48775,180.0
1006075784512,-4.993427E-4,-0.0019475697,-3.8296255E-4,0.3878607,0.033518825,9.854534,-33.65053,-2.1849375,-73.440315,N/A,-2.2936773,0.15665987,88.48775,180.0
1006080922756,-4.993427E-4,0.002313488,-0.001448227,0.38067806,0.016759412,9.849746,-33.65053,-2.1849375,-73.440315,N/A,-2.2953384,0.15634029,88.48775,180.0
1006086057209,5.659217E-4,1.8295916E-4,-3.8296255E-4,0.38067806,0.02873042,9.888053,-33.621494,-1.8291003,-73.56144,N/A,-2.2953384,0.15633985,88.48775,180.0
1006091191272,5.659217E-4,-8.8230526E-4,6.823019E-4,0.35673606,0.033518825,9.832987,-33.621494,-1.8291003,-73.56144,N/A,-2.2941408,0.1591337,88.487854,180.0
1006096321073,0.0016311861,-8.8230526E-4,-0.001448227,0.36631286,0.011971008,9.85214,-33.514023,-1.6533799,-73.769844,N/A,-2.2941406,0.1591335,88.48784,180.0
1006101451150,-4.993427E-4,1.8295916E-4,-0.0025134913,0.36391866,0.050278235,9.888053,-33.514023,-1.6533799,-73.769844,N/A,-2.2934327,0.15804118,88.48781,180.0
1006106578185,-4.993427E-4,-8.8230526E-4,-3.8296255E-4,0.4237737,-0.011971008,9.880871,-33.227055,-1.5093895,-73.72629,N/A,-2.2934325,0.15804087,88.48781,180.0
1006111704435,5.659217E-4,0.0033787524,-0.001448227,0.32561144,0.02873042,9.866506,-33.227055,-1.5093895,-73.72629,N/A,-2.2916808,0.15972291,88.48787,180.0
1006116826321,0.0016311861,-8.8230526E-4,-0.001448227,0.40462008,0.0,9.933543,-32.777557,-1.25317,-73.4968,N/A,-2.291681,0.15972291,88.487854,180.0
1006121948063,0.0016311861,-0.0040780986,-3.8296255E-4,0.39264908,0.033518825,9.883265,-32.777557,-1.25317,-73.4968,N/A,-2.290773,0.16078949,88.487915,180.0
1006127065781,5.659217E-4,1.8295916E-4,-0.001448227,0.4381389,0.023942016,9.85214,-32.339417,-1.0386115,-73.30558,N/A,-2.2907732,0.16078949,88.487915,180.0
1006132184818,0.0016311861,1.8295916E-4,-3.8296255E-4,0.39025488,0.04309563,9.900024,-32.339417,-1.0386115,-73.30558,N/A,-2.2897682,0.16043039,88.487915,180.0
1006137299756,0.0016311861,-8.8230526E-4,6.823019E-4,0.39983168,0.021547815,9.859323,-31.956314,-0.8270381,-73.029465,N/A,-2.2897687,0.16043007,88.4879,180.0
1006142414249,0.0016311861,0.0012482236,-0.0025134913,0.37349546,0.01436521,9.947908,-31.956314,-0.8270381,-73.029465,N/A,-2.2875137,0.16006048,88.487885,180.0
1006147524699,-4.993427E-4,-8.8230526E-4,6.823019E-4,0.3878607,0.074220255,9.854534,-31.653074,-0.49546328,-72.66353,N/A,-2.2875137,0.16006017,88.487885,180.0
1006152635238,-4.993427E-4,-0.0019475697,6.823019E-4,0.35913026,0.0023942017,9.859323,-31.653074,-0.49546328,-72.66353,N/A,-2.2874336,0.15944825,88.48787,180.0
1006157741944,-4.993427E-4,0.0033787524,-3.8296255E-4,0.4141969,0.007182605,9.856929,-31.589043,-0.20933114,-72.49045,N/A,-2.2874336,0.15944815,88.48787,180.0
1006162848876,-4.993427E-4,0.0012482236,-0.001448227,0.40701428,0.038307227,9.94312,-31.589043,-0.20933114,-72.49045,N/A,-2.2852986,0.15851592,88.48782,180.0
1006167952096,-4.993427E-4,-0.0019475697,0.0017475663,0.39264908,0.033518825,9.785102,-31.70389,-0.08319983,-72.555084,N/A,-2.285299,0.15851581,88.48782,180.0
1006173055622,-4.993427E-4,0.0033787524,-3.8296255E-4,0.40701428,0.0023942017,9.818622,-31.70389,-0.08319983,-72.555084,N/A,-2.2867997,0.15859018,88.48782,180.0
1006178155509,-4.993427E-4,-8.8230526E-4,-3.8296255E-4,0.39264908,-0.009576807,9.883265,-31.740395,-0.058452606,-72.557144,N/A,-2.2867994,0.15858997,88.48782,180.0
1006183255781,-0.0015646071,-0.0019475697,6.823019E-4,0.39743748,0.08140286,9.77792,-31.740395,-0.058452606,-72.557144,N/A,-2.2868073,0.15891223,88.48784,180.0
1006188352476,5.659217E-4,0.0033787524,-3.8296255E-4,0.36870706,0.0,9.864111,-31.791645,-0.07960141,-72.35075,N/A,-2.286807,0.158912,88.48784,180.0
1006193450826,-4.993427E-4,-8.8230526E-4,6.823019E-4,0.38067806,0.05267244,9.866506,-31.791645,-0.07960141,-72.35075,N/A,-2.2857664,0.16008037,88.487885,180.0
1006198546246,-0.0015646071,1.8295916E-4,-0.0025134913,0.3854665,0.02873042,9.85214,-31.921444,2.8787108E-4,-72.05597,N/A,-2.2857664,0.16008016,88.487885,180.0
1006203642556,-4.993427E-4,0.0033787524,-3.8296255E-4,0.39743748,0.009576807,9.859323,-31.944292,0.39469856,-71.77733,N/A,-2.2852743,0.15846261,88.48784,180.0
1006208735432,-4.993427E-4,-0.0019475697,6.823019E-4,0.40222588,0.033518825,9.85214,-31.944292,0.39469856,-71.77733,N/A,-2.285274,0.15846197,88.48782,180.0
1006213828886,5.659217E-4,-0.0030128341,6.823019E-4,0.40701428,0.047884032,9.866506,-31.918962,0.9725926,-71.62094,N/A,-2.2856815,0.15903428,88.487854,180.0
1006218917683,5.659217E-4,0.0033787524,-0.001448227,0.4141969,0.04309563,9.883265,-31.918962,0.9725926,-71.62094,N/A,-2.2856817,0.15903418,88.487854,180.0
1006224007744,0.0016311861,1.8295916E-4,0.0017475663,0.41180268,0.01436521,9.888053,-31.912752,1.4123694,-71.62816,N/A,-2.2861228,0.15684779,88.48778,180.0
1006229094675,5.659217E-4,0.0012482236,-0.0025134913,0.4285621,0.021547815,9.895236,-31.912752,1.4123694,-71.62816,N/A,-2.2861228,0.15684757,88.48778,180.0
1006234181017,5.659217E-4,0.0012482236,-0.0025134913,0.40222588,0.038307227,9.849746,-31.912752,1.4123694,-71.62816,N/A,-2.2854705,0.15778965,88.48781,180.0
1006239263444,-0.0026298715,-8.8230526E-4,0.0017475663,0.34715924,0.02873042,9.859323,-31.842672,1.7733562,-71.54132,N/A,-2.2854705,0.15778942,88.48779,180.0
1006244346270,-0.0026298715,-8.8230526E-4,0.0017475663,0.4309563,0.0023942017,9.842564,-31.68915,2.3073337,-71.29314,N/A,-2.284726,0.158716,88.48784,180.0
1006249426089,-0.0026298715,0.0012482236,-0.0025134913,0.39264908,0.033518825,9.856929,-31.68915,2.3073337,-71.29314,N/A,-2.2847261,0.158716,88.48784,180.0
1006254506342,-4.993427E-4,-0.0019475697,-0.001448227,0.39983168,0.038307227,9.919178,-31.622671,2.8330708,-71.239716,N/A,-2.285174,0.1582949,88.48782,180.0
1006259583725,5.659217E-4,0.002313488,-0.001448227,0.3854665,-0.023942016,9.849746,-31.622671,2.8330708,-71.239716,N/A,-2.285174,0.15829459,88.48781,180.0
1006264662805,5.659217E-4,0.002313488,-0.001448227,0.39504328,0.06943185,9.871294,-31.662886,3.0058322,-71.47548,N/A,-2.2863145,0.15954404,88.487885,180.0
1006269739073,0.0016311861,-0.0019475697,0.0028128307,0.4141969,0.021547815,9.78989,-31.662886,3.0058322,-71.47548,N/A,-2.2863147,0.15954383,88.487885,180.0
1006274816329,3.4940674E-4,9.986854E-5,0.0012815131,0.3854665,0.011971008,9.856929,-31.501127,2.9535458,-71.75813,N/A,-2.2880626,0.15885842,88.48784,180.0
1006279890482,3.4940674E-4,0.0032956619,2.1624868E-4,0.39743748,0.0047884034,9.849746,-31.501127,2.9535458,-71.75813,N/A,-2.2880628,0.15885852,88.48784,180.0
1006284965649,-0.0017811222,-0.0030959249,2.1624868E-4,0.35434186,-0.0047884034,9.82341,-31.104198,2.8486679,-71.94785,N/A,-2.2867045,0.1592683,88.487854,180.0
1006290036341,3.4940674E-4,9.986854E-5,2.1624868E-4,0.37349546,-0.021547815,9.880871,-31.104198,2.8486679,-71.94785,N/A,-2.2867045,0.1592682,88.487854,180.0
1006295107231,3.4940674E-4,9.986854E-5,-0.0019142802,0.36631286,0.035913024,9.828198,-30.747763,2.724588,-71.99624,N/A,-2.2879782,0.15858349,88.48784,180.0
1006300176432,-7.158577E-4,-0.0030959249,0.0012815131,0.37349546,0.059855044,9.866506,-30.747763,2.724588,-71.99624,N/A,-2.2879784,0.15858339,88.48784,180.0
1006305245467,-7.158577E-4,-9.653959E-4,-8.490158E-4,0.4261679,0.06703765,9.907207,-30.622267,2.771787,-71.74486,N/A,-2.287788,0.15714648,88.48778,180.0
1006310310877,-7.158577E-4,-0.0020306604,2.1624868E-4,0.36631286,0.059855044,9.830592,-30.622267,2.771787,-71.74486,N/A,-2.2877882,0.15714617,88.48778,180.0
1006315378200,-7.158577E-4,-0.0020306604,2.1624868E-4,0.40222588,0.055066638,9.794679,-30.750679,2.9582527,-71.22191,N/A,-2.288605,0.158413,88.48782,180.0
1006320441703,0.0014146712,9.986854E-5,-8.490158E-4,0.38307226,0.04070143,9.89763,-30.750679,2.9582527,-71.22191,N/A,-2.288605,0.15841278,88.48782,180.0
1006325505812,3.4940674E-4,0.001165133,-8.490158E-4,0.37588966,0.0047884034,9.880871,-30.974937,3.070394,-70.724754,N/A,-2.2884142,0.15707627,88.48779,180.0
1006330567965,3.4940674E-4,-0.0030959249,0.0012815131,0.39743748,0.0047884034,9.873688,-30.974937,3.070394,-70.724754,N/A,-2.2884145,0.15707617,88.48779,180.0
1006335631617,-7.158577E-4,9.986854E-5,2.1624868E-4,0.4141969,0.035913024,9.8042555,-31.081804,3.1990707,-70.27152,N/A,-2.286334,0.15424874,88.48767,180.0
1006340692535,-7.158577E-4,-9.653959E-4,0.0012815131,0.39504328,0.02873042,9.890448,-31.081804,3.1990707,-70.27152,N/A,-2.286334,0.15424822,88.48767,180.0
1006345753330,-7.158577E-4,-9.653959E-4,0.0012815131,0.40462008,0.019153614,9.835381,-31.044641,3.5402906,-69.86219,N/A,-2.2846994,0.15573181,88.48773,180.0
1006350811857,-7.158577E-4,0.001165133,2.1624868E-4,0.39504328,0.021547815,9.866506,-31.044641,3.5402906,-69.86219,N/A,-2.2846994,0.15573171,88.48773,180.0
1006355870461,3.4940674E-4,9.986854E-5,2.1624868E-4,0.3878607,0.033518825,9.931149,-31.101936,3.7521615,-69.96311,N/A,-2.284853,0.1582778,88.48782,180.0
1006360926970,-7.158577E-4,0.001165133,0.0012815131,0.3854665,0.04070143,9.890448,-31.101936,3.7521615,-69.96311,N/A,-2.284853,0.15827747,88.48782,180.0
1006365984972,-7.158577E-4,0.001165133,0.0012815131,0.37110126,0.031124622,9.835381,-31.326616,3.5485408,-70.59954,N/A,-2.284818,0.15970944,88.4879,180.0
1006371040281,-7.158577E-4,-0.0052264538,-8.490158E-4,0.33518824,0.035913024,9.82341,-31.326616,3.5485408,-70.59954,N/A,-2.2848182,0.15970944,88.4879,180.0
1006376096773,-7.158577E-4,-0.0052264538,-8.490158E-4,0.41180268,0.023942016,9.837775,-31.438301,3.4243355,-71.13559,N/A,-2.2842717,0.15810663,88.48782,180.0
1006381150433,-7.158577E-4,9.986854E-5,-8.490158E-4,0.33997664,-0.007182605,9.854534,-31.438301,3.4243355,-71.13559,N/A,-2.2842717,0.1581065,88.48782,180.0
1006386205384,0.0014146712,-9.653959E-4,0.0012815131,0.3854665,0.01436521,9.856929,-31.310602,3.4368773,-71.4211,N/A,-2.285085,0.15843834,88.48784,180.0
1006391257237,-7.158577E-4,-0.0052264538,0.0023467776,0.3878607,0.02873042,9.792285,-31.310602,3.4368773,-71.4211,N/A,-2.285085,0.15843801,88.48782,180.0
1006396310286,3.4940674E-4,0.001165133,2.1624868E-4,0.39264908,0.011971008,9.821015,-31.071579,3.230165,-71.59725,N/A,-2.285532,0.15793203,88.48781,180.0
1006401360529,-7.158577E-4,9.986854E-5,0.0012815131,0.3878607,0.047884032,9.82341,-31.071579,3.230165,-71.59725,N/A,-2.285532,0.1579317,88.48781,180.0
1006406411959,-7.158577E-4,-0.0020306604,0.0012815131,0.37828386,0.047884032,9.828198,-30.886095,3.0338907,-71.50072,N/A,-2.2848907,0.15858978,88.48784,180.0
1006411460585,3.4940674E-4,0.001165133,2.1624868E-4,0.38307226,0.04309563,9.864111,-30.886095,3.0338907,-71.50072,N/A,-2.2848907,0.15858935,88.48784,180.0
1006416510375,3.4940674E-4,0.001165133,2.1624868E-4,0.4309563,0.04070143,9.844957,-30.83713,3.0744593,-71.08522,N/A,-2.2821453,0.1589948,88.48787,180.0
1006421556159,0.0024799355,-9.653959E-4,2.1624868E-4,0.40701428,0.011971008,9.832987,-30.83713,3.0744593,-71.08522,N/A,-2.2821453,0.1589948,88.48787,180.0
1006426603778,3.4940674E-4,0.0032956619,-8.490158E-4,0.4165911,0.04309563,9.832987,-30.929863,3.145879,-70.629326,N/A,-2.2809684,0.15765019,88.48781,180.0
1006431648929,-0.0028463865,-0.0020306604,2.1624868E-4,0.39504328,0.0,9.892841,-30.929863,3.145879,-70.629326,N/A,-2.280968,0.15765019,88.48781,180.0
1006436695475,0.0014146712,-9.653959E-4,0.0012815131,0.4285621,0.0047884034,9.849746,-31.131306,3.1065474,-70.42996,N/A,-2.2806165,0.15725188,88.48781,180.0
1006441739362,0.0014146712,0.0022303974,0.0012815131,0.4165911,0.0047884034,9.837775,-31.131306,3.1065474,-70.42996,N/A,-2.2806165,0.15725145,88.48779,180.0
1006446783353,-7.158577E-4,-0.0020306604,2.1624868E-4,0.39983168,-0.0047884034,9.830592,-31.131306,3.1065474,-70.42996,N/A,-2.2805328,0.15744261,88.48781,180.0
1006451825299,-0.0017811222,-0.0020306604,0.003412042,0.4189853,0.0047884034,9.849746,-31.344784,3.0221074,-70.54848,N/A,-2.2805328,0.15744251,88.48781,180.0
1006456867607,3.4940674E-4,0.0022303974,2.1624868E-4,0.4309563,0.016759412,9.80665,-31.344784,3.0221074,-70.54848,N/A,-2.279703,0.15870775,88.487854,180.0
